project;month;test_gap_assessment;risk_score;score_LEN;score_COM;score_CLI;score_COC;score_ANF;score_UNF;score_ACF;score_UCF;score_RCF;score_RNF;score_CHF;score_CEN
subject 7;2022-09;safe;0,337200366;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,036504692
subject 7;2022-09;safe;0,53223656;0,111111111;0,045454545;0,04137931;0;0;0;0;0;0;0;0;0,146456142
subject 7;2022-09;safe;0,59541238;0,160493827;0,045454545;0,048275862;0;0;0;0;0;0;0;0;0,146456142
subject 7;2022-09;safe;0,748047016;0,259259259;0,045454545;0,075862069;0;0;0;0;0;0;0;0,00130321;0,146456142
subject 7;2022-09;safe;0,958697583;0,419753086;0,181818182;0,082758621;0;0;0;0;0;0;0,1;0,00130321;0,146456142
subject 7;2022-09;safe;0,716118536;0,296296296;0,045454545;0,04137931;0;0;0;0;0;0;0;0,00130321;0,146456142
subject 7;2022-09;safe;0,770410885;0,197530864;0,045454545;0,082758621;0;0;0;0;0;0;0;0,00130321;0,181605722
subject 7;2022-09;safe;0,749380659;0,259259259;0,045454545;0,04137931;0;0;0;0;0;0;0;0,00130321;0,181605722
subject 7;2022-09;safe;0,792919667;0;0;0,137931034;0,076923077;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;0,76533346;0;0;0,124137931;0,076923077;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;0,930850701;0;0;0,206896552;0,076923077;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;0,930850701;0;0;0,206896552;0,076923077;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;0,903264494;0;0;0,193103448;0,076923077;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;0,930850701;0;0;0,206896552;0,076923077;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;0,820505874;0;0;0,151724138;0,076923077;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;0,706057529;0,086419753;0,090909091;0,082758621;0;0;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;1,341062754;0,086419753;0,045454545;0,089655172;0;0,333333333;0;0;0;0;0;0;0,181605722
subject 7;2022-09;safe;1,191460764;0,24691358;0,363636364;0,04137931;0,153846154;0;0;0;0;0;0;0;0,095229946
subject 7;2022-09;safe;0,850608506;0,234567901;0,181818182;0,096551724;0,076923077;0;0;0;0;0;0;0;0,04363641
subject 7;2022-09;safe;0,742780697;0,283950617;0,090909091;0,020689655;0;0;0;0;0;0;0;0,00130321;0,163922444
subject 7;2022-09;safe;1,005495972;0,382716049;0,227272727;0,034482759;0;0;0;0;0;0;0;0,00130321;0,163922444
subject 7;2022-09;safe;1,313521281;0;0;0,262068966;0,230769231;0;0;0;0;0;0;0;0,163922444
subject 7;2022-09;safe;0,473121381;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,1044652
subject 7;2022-09;safe;1,474647283;0;0;0,248275862;0,384615385;0;0;0;0;0;0;6,561E-05;0,1044652
subject 7;2022-09;safe;0,445469564;0;0;0,04137931;0,076923077;0;0;0;0;0;0;6,561E-05;0,1044652
subject 7;2022-09;safe;1,370666535;0,567901235;0,136363636;0,062068966;0;0;0,333333333;0;0;0;0;0;0,1044652
subject 7;2022-09;safe;0,445535174;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,1044652
subject 7;2022-09;safe;0,622850288;0,283950617;0,136363636;0,04137931;0;0;0;0;0;0;0;0;0,059888707
subject 7;2022-09;safe;0,521833819;0;0;0,124137931;0,076923077;0;0;0;0;0;0;6,561E-05;0,059888707
subject 7;2022-09;safe;0,70333179;0;0;0,137931034;0,153846154;0;0;0;0;0;0;0;0,059888707
subject 7;2022-09;safe;0,817300137;0,185185185;0,045454545;0,04137931;0;0;0,166666667;0;0;0;0;0;0,16861756
subject 7;2022-09;safe;0,684184721;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,16861756
subject 7;2022-09;safe;0,656598514;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,16861756
subject 7;2022-09;safe;0,3862436;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,074819413
subject 7;2022-09;safe;0,507464364;0,296296296;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,062167106
subject 7;2022-09;safe;0,596706018;0,111111111;0,045454545;0,089655172;0;0;0;0;0;0;0;0,00130321;0,131066613
subject 7;2022-09;safe;0,991952492;0,197530864;0,090909091;0,220689655;0;0;0;0;0;0;0;0;0,131066613
subject 7;2022-09;safe;0,460222408;0,098765432;0,045454545;0,027586207;0;0;0;0;0;0;0;0,00130321;0,131066613
subject 7;2022-09;safe;0,529839937;0,135802469;0,090909091;0,020689655;0;0;0;0;0;0;0;0,00038416;0,131066613
subject 7;2022-09;safe;0,465867891;0,061728395;0,045454545;0,048275862;0;0;0;0;0;0;0;0;0,131066613
subject 7;2022-09;safe;0,479660994;0,061728395;0,045454545;0,055172414;0;0;0;0;0;0;0;0;0,131066613
subject 7;2022-09;safe;0,679501805;0,160493827;0,090909091;0,124137931;-0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,680618781;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,682948422;0,172839506;0,136363636;0,020689655;0;0;0;0;0;0;0;0,00130321;0,16683459
subject 7;2022-09;safe;0,479932409;0,209876543;0,136363636;0,027586207;-0,076923077;0;0;0;0;0;0,1;0,00130321;0,16683459
subject 7;2022-09;safe;0,886652126;0,209876543;0,136363636;0,020689655;0;0;0,166666667;0;0;0;0;0,00130321;0,16683459
subject 7;2022-09;safe;0,548446313;0,074074074;0,045454545;0,048275862;0;0;0;0;0;0;0;0,00130321;0,16683459
subject 7;2022-09;safe;0,49037905;0,098765432;0,045454545;0,006896552;0;0;0;0;0;0;0;0,00130321;0,16683459
subject 7;2022-09;safe;0,680618781;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,625446368;0;0;0,068965517;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,680618781;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,625446368;0;0;0,068965517;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,999982177;0;0;0,179310345;0,153846154;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,708204988;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,575621267;0,12345679;0,090909091;0,013793103;0;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,790963609;0;0;0,151724138;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,625446368;0;0;0,068965517;0,076923077;0;0;0;0;0;0;0;0,16683459
subject 7;2022-09;safe;0,315732273;0;0;0,068965517;0,076923077;0;0;0;0;0;0;0;0,011977542
subject 7;2022-09;safe;0,581820868;0,222222222;0,045454545;0,020689655;0;0;0,166666667;0;0;0;0;0;0,053049061
subject 7;2022-09;safe;0,472954425;0,234567901;0,090909091;0,020689655;0;0;0;0;0;0;0;0;0,053049061
subject 7;2022-09;safe;0,250998312;0,074074074;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,045045191
subject 7;2022-09;safe;0,238652633;0,061728395;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,045045191
subject 7;2022-09;safe;0,464918582;0,24691358;0,090909091;0,020689655;0;0;0;0;0;0;0;0;0,0428583
subject 7;2022-09;safe;0,46886917;0;0;0,055172414;0,153846154;0;0;0;0;0;0;0;0,025416017
subject 7;2022-09;safe;0,46193226;0;0;0,110344828;0,076923077;0;0;0;0;0;0;6,25E-06;0,043701351
subject 7;2022-09;safe;0,37917364;0;0;0,068965517;0,076923077;0;0;0;0;0;0;6,25E-06;0,043701351
subject 7;2022-09;safe;0,324001226;0;0;0,04137931;0,076923077;0;0;0;0;0;0;6,25E-06;0,043701351
subject 7;2022-09;safe;0,243298092;0,098765432;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,028849402
subject 7;2022-09;safe;0,44973185;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,03759802
subject 7;2022-09;safe;0,967782533;0,382716049;0,454545455;0,020689655;0;0;0;0;0;0;0;0;0,04457086
subject 7;2022-09;safe;0,967782533;0,382716049;0,454545455;0,020689655;0;0;0;0;0;0;0;0;0,04457086
subject 7;2022-09;safe;1,378203275;0,308641975;0,272727273;0,2;0,153846154;0;0;0;0;0;0;0;0,04457086
subject 7;2022-09;safe;0,387953086;0;0;0,068965517;0,076923077;0;0;0;0;0;0;0;0,048087949
subject 7;2022-09;safe;0,372537212;0,148148148;0,045454545;0,04137931;0;0;0;0;0;0;0;0;0,048087949
subject 7;2022-09;safe;0,553470328;0;0;0,151724138;0,076923077;0;0;0;0;0;0;0;0,048087949
subject 7;2022-09;safe;0,659382678;0,407407407;0,045454545;0,055172414;0;0;0;0;0;0;0;0;0,048087949
subject 7;2022-09;safe;0,309099928;0,074074074;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,074095999
subject 7;2022-09;safe;1,552085338;0,938271605;0,090909091;0,020689655;0;0;0,333333333;0;0;0;0;0;0,074095999
subject 7;2022-09;safe;0,453527511;0,24691358;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,059890037
subject 7;2022-09;safe;0,866961348;0,160493827;0,045454545;0,020689655;0;0;0,5;0;0;0;0;0,00014641;0,059890037
subject 7;2022-09;safe;0,353047742;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,058221484
subject 7;2022-09;safe;0,497313978;0;0;0,151724138;0,076923077;0;0;0;0;0;0;0;0,020009774
subject 7;2022-09;safe;0,524900185;0;0;0,165517241;0,076923077;0;0;0;0;0;0;0;0,020009774
subject 7;2022-09;safe;0,635245012;0;0;0,220689655;0,076923077;0;0;0;0;0;0;0;0,020009774
subject 7;2022-09;safe;0,409956593;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,409956593;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,409956593;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,35478418;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,35478418;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,382370386;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,017710392
subject 7;2022-09;safe;0,353080228;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,016858417
subject 7;2022-09;safe;0,353080228;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,016858417
subject 7;2022-09;safe;0,353080228;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,016858417
subject 7;2022-09;safe;0,390616002;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,0218332
subject 7;2022-09;safe;0,390616002;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,0218332
subject 7;2022-09;safe;0,390616002;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,0218332
subject 7;2022-09;safe;0,390616002;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,0218332
subject 7;2022-09;safe;0,390616002;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,0218332
subject 7;2022-09;safe;0,390616002;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,0218332
subject 7;2022-09;safe;0,430221851;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,430221851;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,430221851;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,375049437;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,375049437;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,375049437;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,457808058;0;0;0,124137931;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,457808058;0;0;0,124137931;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,457808058;0;0;0,124137931;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,402635644;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,402635644;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,402635644;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,430221851;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,430221851;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,430221851;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,292290816;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,319877023;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,027843021
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,375194089;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,402780296;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,027915347
subject 7;2022-09;safe;0,422513506;0,12345679;0,045454545;0,020689655;0;0;0,166666667;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,601525852;0,135802469;0,045454545;0,020689655;0;0;0,333333333;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,243501161;0,111111111;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,244948585;0,098765432;0,045454545;0,027586207;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,313914102;0,098765432;0,045454545;0,062068966;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,313914102;0,098765432;0,045454545;0,062068966;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,244948585;0,098765432;0,045454545;0,027586207;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,244948585;0,098765432;0,045454545;0,027586207;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,244948585;0,098765432;0,045454545;0,027586207;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,411615252;0,098765432;0,045454545;0,027586207;0;0;0,166666667;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,411615252;0,098765432;0,045454545;0,027586207;0;0;0,166666667;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,411615252;0,098765432;0,045454545;0,027586207;0;0;0,166666667;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,385476469;0,086419753;0,045454545;0,020689655;0;0;0,166666667;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,420092003;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,44767821;0;0;0,124137931;0,076923077;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,44767821;0;0;0,124137931;0,076923077;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,44767821;0;0;0,124137931;0,076923077;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,502850624;0;0;0,151724138;0,076923077;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,411615252;0,098765432;0,045454545;0,027586207;0;0;0,166666667;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,244948585;0,098765432;0,045454545;0,027586207;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,244948585;0,098765432;0,045454545;0,027586207;0;0;0;0;0;0;0;0;0,022778097
subject 7;2022-09;safe;0,587914168;0;0;0,165517241;0,076923077;0;0;0;0;0;0;0;0,051516766
subject 7;2022-09;safe;0,495477461;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,129436343
subject 7;2022-09;safe;-1,514727921;0,222222222;0,636363636;0,068965517;-0,769230769;0;0;0;0;0;1;0,00014641;0,013681567
subject 7;2023-06;safe;0,183727535;0;0;0,026548673;0,0625;0;0;0;0;0;0;0;0,002815095
subject 7;2023-06;safe;0,342057188;0,060240964;0,117647059;0,079646018;0;0;0;0;0;0;0;0,00194481;0,00341097
subject 7;2023-06;safe;0,531023391;0,325301205;0,176470588;0,026548673;0;0;0;0;0;0;0;0,044774563;0,010464408
subject 7;2023-06;safe;0,253927905;0,084337349;0,058823529;0,013274336;0;0;0;0;0;0;0;1E-08;0,042109182
subject 7;2023-06;safe;0,930084982;0,180722892;0,117647059;0,013274336;0;0;0;0;0;0;0;0,044774563;0,324970461
subject 7;2023-06;safe;2,793127984;0;0;0,185840708;0,25;0;0;0;0;0;0;0;0,960723284
subject 7;2023-06;safe;0,98178578;0,397590361;0,352941176;0,03539823;0,0625;0;0;0;0;0;0;0;0,017728891
subject 7;2023-06;safe;3,493584911;0,313253012;0,411764706;0,07079646;0,125;1;0,333333333;0;0;0;0;0;0,02182047
subject 7;2023-06;safe;0,349506398;0,120481928;0,058823529;0,044247788;0;0;0;0;0;0;0;0,008100001;0,044902683
subject 7;2023-06;safe;0,318448052;0,120481928;0,176470588;0,013274336;0;0;0;0;0;0;0;0,044774563;0,019860713
subject 7;2023-06;safe;0,228247967;0,108433735;0,058823529;0,013274336;0;0;0;0;0;0;0;0;0,017221015
subject 7;2023-06;safe;0,244993816;0;0;0,026548673;0,0625;0;0;0;0;0;0;0;0,033448235
subject 7;2023-06;safe;0,617781427;0;0;0,150442478;0,125;0;0;0;0;0;0;0;0,033448235
subject 7;2023-06;safe;0,216868686;0;0;0,026548673;0,0625;0;0;0;0;0;0;0;0,019385671
subject 7;2023-06;safe;0,216868686;0;0;0,026548673;0,0625;0;0;0;0;0;0;0;0,019385671
subject 7;2023-06;safe;0,19455894;0;0;0,026548673;0,0625;0;0;0;0;0;0;0;0,008230797
subject 7;2023-06;safe;0,381363426;0;0;0,053097345;0,125;0;0;0;0;0;0;0;0,012584368
